kayttajaId,kayttajanIstuntoId,tiiminTaso,alustaTyyppi,laskuri_peliklikkaukset,laskuri_osumat,laskuri_ostot,avg_hinta
1997,16056,5,laptop,74,8,2,12.50
1029,16057,5,mobile,62,8,0,0
504,16058,5,mobile,73,7,1,5.00
101,16059,5,peliluola,85,6,0,0
1367,16060,5,desktop,66,6,0,0
1157,16061,5,laptop,70,10,0,0
68,16062,5,laptop,62,4,2,2.00
1544,16063,5,mobile,82,7,1,20.00
1720,16064,5,mobile,69,6,0,0
564,16065,5,other_device,67,9,0,0
846,16066,5,mobile,59,9,0,0
2009,16067,5,mobile,82,12,1,10.00
2084,16068,5,mobile,75,4,0,0
1017,16069,5,mobile,80,6,3,16.67
1559,16070,5,laptop,131,9,0,0
1315,16071,5,desktop,115,14,2,1.00
2028,16072,5,mobile,109,13,0,0
12,16073,5,mobile,107,17,3,14.33
736,16074,5,laptop,113,9,0,0
669,16075,5,laptop,99,13,0,0
473,16076,5,mobile,114,15,3,9.00
1360,16077,5,mobile,107,14,1,20.00
441,16078,5,mobile,99,5,0,0
1721,16079,5,desktop,118,12,3,1.67
910,16080,5,desktop,117,16,0,0
426,16081,5,laptop,103,7,3,3.00
1664,16082,5,desktop,162,18,0,0
1162,16083,5,desktop,153,19,3,7.33
639,16084,5,peliluola,161,22,0,0
109,16085,5,mobile,167,13,0,0
1164,16086,5,mobile,153,15,0,0
34,16087,5,mobile,163,19,2,12.50
2330,16088,5,laptop,166,16,0,0
851,16089,5,mobile,179,22,0,0
982,16090,5,mobile,147,23,0,0
1516,16091,5,desktop,137,10,4,1.25
859,16092,5,laptop,124,15,0,0
1610,16093,5,mobile,144,17,0,0
1665,16094,5,other_device,131,12,0,0
1675,16095,5,mobile,130,19,0,0
2219,16096,5,mobile,142,12,0,0
1682,16097,5,mobile,162,20,0,0
943,16098,5,mobile,130,10,3,10.00
292,16099,5,desktop,193,18,0,0
899,16100,5,desktop,216,19,0,0
1613,16101,5,mobile,193,18,0,0
1697,16102,5,mobile,216,26,2,15.00
1093,16103,5,laptop,244,23,0,0
113,16104,5,desktop,205,25,1,1.00
1370,16105,5,mobile,111,10,2,20.00
489,16106,5,mobile,121,13,0,0
422,16107,5,laptop,105,6,0,0
1856,16108,5,other_device,106,16,1,1.00
1264,16109,5,other_device,99,13,0,0
2354,16110,5,mobile,104,10,0,0
93,16111,5,mobile,112,19,0,0
1307,16112,5,desktop,101,9,2,2.00
455,16113,5,laptop,104,8,1,20.00
1201,16114,5,mobile,102,15,2,15.00
872,16115,5,mobile,104,9,0,0
1270,16116,5,mobile,90,18,1,20.00
62,16117,5,laptop,102,11,0,0
478,16118,5,mobile,121,20,0,0
1688,16119,5,mobile,108,18,0,0
160,16120,5,mobile,95,7,0,0
2132,16121,5,mobile,73,14,0,0
367,16122,5,desktop,86,6,1,2.00
199,16123,5,mobile,98,13,0,0
1081,16124,5,mobile,99,12,0,0
1410,16125,5,mobile,99,16,0,0
25,16126,5,peliluola,92,10,0,0
1525,16127,5,mobile,100,15,0,0
1790,16128,5,laptop,102,9,0,0
1473,16129,5,mobile,79,8,0,0
1429,16130,5,mobile,109,11,0,0
787,16131,5,laptop,88,7,0,0
223,16132,5,laptop,91,5,0,0
253,16133,5,laptop,76,12,1,3.00
65,16134,5,laptop,86,12,0,0
908,16135,5,peliluola,99,7,0,0
1771,16136,5,mobile,88,6,0,0
358,16137,5,laptop,85,9,0,0
326,16138,5,laptop,83,7,0,0
2282,16139,5,laptop,101,10,0,0
1356,16140,5,laptop,86,6,0,0
940,16141,5,mobile,103,10,0,0
487,16142,5,mobile,106,14,0,0
1191,16143,5,mobile,86,8,0,0
343,16144,5,desktop,96,9,1,3.00
751,16145,5,laptop,97,9,1,3.00
706,16146,5,mobile,96,14,0,0
1304,16147,5,peliluola,83,14,0,0
710,16148,5,laptop,112,15,0,0
595,16149,5,mobile,96,16,0,0
1457,16150,5,desktop,113,12,2,1.50
2248,16151,5,other_device,94,10,2,1.00
1989,16152,5,mobile,103,16,1,20.00
1100,16153,5,mobile,104,7,0,0
1769,16154,5,mobile,423,45,1,20.00
1821,16155,5,desktop,405,32,2,1.50
2048,16156,5,mobile,376,45,0,0
344,16157,5,mobile,108,9,0,0
1928,16158,5,laptop,107,13,0,0
2053,16159,5,laptop,114,15,0,0
1214,16160,5,other_device,116,11,1,1.00
2051,16161,5,mobile,132,14,0,0
1628,16162,5,laptop,134,19,0,0
2157,16163,5,laptop,119,10,0,0
1668,16164,5,laptop,108,7,0,0
365,16165,5,laptop,117,12,1,20.00
1546,16166,5,laptop,158,21,1,3.00
1035,16167,5,laptop,93,5,0,0
1404,16168,5,peliluola,104,15,1,1.00
2382,16169,5,laptop,130,15,0,0
1430,16170,5,mobile,104,13,0,0
2218,16171,5,laptop,120,16,0,0
244,16172,5,laptop,120,16,0,0
1576,16173,5,laptop,117,8,0,0
1412,16174,5,laptop,114,9,0,0
997,16175,5,laptop,88,15,1,3.00
403,16176,5,mobile,105,13,0,0
1945,16177,5,desktop,101,6,1,1.00
1900,16178,5,desktop,128,23,0,0
309,16179,5,desktop,122,9,2,1.00
1387,16180,5,laptop,120,13,0,0
1742,16181,5,laptop,109,13,0,0
2359,16182,5,mobile,110,15,1,10.00
1501,16183,5,laptop,144,23,0,0
81,16184,5,laptop,121,12,0,0
864,16185,5,laptop,138,16,0,0
84,16186,5,laptop,135,8,3,4.33
2203,16187,5,laptop,125,17,0,0
1368,16188,5,mobile,123,12,0,0
845,16189,5,laptop,121,8,0,0
1057,16190,5,other_device,145,17,0,0
456,16191,5,laptop,122,8,0,0
1243,16192,5,desktop,129,12,0,0
1028,16193,5,other_device,127,15,0,0
2318,16194,5,laptop,115,5,0,0
1732,16195,5,mobile,121,19,2,20.00
1777,16196,5,laptop,124,18,0,0
2333,16197,5,laptop,438,38,0,0
1972,16198,5,peliluola,441,44,1,10.00
1639,16199,5,mobile,478,59,2,20.00
2177,16200,5,mobile,99,12,1,20.00
1142,16201,5,mobile,122,10,0,0
1282,16202,5,laptop,112,9,0,0
417,16203,5,laptop,107,12,1,10.00
2078,16204,5,desktop,105,15,0,0
2230,16205,5,laptop,106,14,1,20.00
252,16206,5,mobile,120,14,0,0
956,16207,5,mobile,114,18,0,0
1489,16208,5,mobile,125,11,0,0
1966,16209,5,mobile,174,21,0,0
1535,16210,5,mobile,162,18,1,20.00
239,16211,5,mobile,63,7,1,10.00
1206,16212,5,laptop,175,19,0,0
352,16213,5,mobile,157,18,1,20.00
896,16214,5,desktop,180,25,0,0
741,16215,5,laptop,193,28,0,0
819,16216,5,mobile,84,9,1,10.00
1756,16217,5,laptop,106,10,1,3.00
2120,16218,5,mobile,98,12,0,0
1640,16219,5,mobile,93,8,3,15.00
209,16220,5,peliluola,98,10,0,0
649,16221,5,other_device,94,8,1,1.00
630,16222,5,mobile,95,8,0,0
437,16223,5,mobile,99,12,0,0
412,16224,5,mobile,100,15,1,20.00
1256,16225,5,mobile,101,12,0,0
1522,16226,5,laptop,89,11,2,3.00
1609,16227,5,desktop,98,13,4,1.00
9,16228,5,mobile,98,8,2,15.00
1103,16229,5,laptop,104,6,4,2.50
2368,16230,5,mobile,102,10,0,0
2263,16231,5,mobile,82,9,0,0
1,16232,5,laptop,83,13,0,0
2197,16233,5,mobile,102,10,0,0
184,16234,5,mobile,100,16,0,0
2212,16235,5,laptop,102,16,0,0
2032,16236,5,desktop,91,8,2,2.00
97,16237,5,laptop,101,12,1,3.00
1804,16238,5,mobile,115,14,2,10.00
277,16239,5,mobile,91,11,1,5.00
1744,16240,5,other_device,110,12,1,1.00
2278,16241,5,laptop,90,10,1,3.00
1793,16242,5,laptop,113,9,2,4.00
2306,16243,5,laptop,98,12,0,0
2252,16244,5,mobile,104,10,0,0
2092,16245,5,mobile,106,11,0,0
1199,16246,5,mobile,95,11,0,0
1684,16247,5,mobile,114,15,0,0
1630,16248,5,mobile,108,16,0,0
947,16249,5,desktop,93,11,0,0
1498,16250,5,other_device,98,12,0,0
703,16251,5,laptop,109,13,0,0
555,16252,5,laptop,100,17,0,0
1674,16253,4,laptop,208,20,0,0
2151,16254,4,laptop,199,22,0,0
2289,16255,4,mobile,235,24,0,0
1657,16256,4,laptop,208,23,2,3.00
767,16270,5,laptop,49,3,0,0
2088,16271,5,laptop,106,14,0,0
1809,16343,3,laptop,481,45,1,3.00
1730,16344,3,laptop,516,55,1,2.00
926,16355,5,laptop,63,10,1,2.00
1919,16356,4,laptop,11,2,0,0
1018,16364,3,desktop,210,15,0,0
1701,16365,3,desktop,238,37,0,0
38,16366,3,mobile,201,21,0,0
1097,16380,2,mobile,375,37,0,0
1384,16411,5,laptop,106,10,0,0
508,16412,5,laptop,113,16,0,0
719,16446,5,peliluola,123,10,0,0
1719,16447,4,desktop,195,20,1,3.00
1612,16480,5,laptop,83,7,0,0
1306,16481,3,laptop,87,8,0,0
1868,16495,2,mobile,63,5,0,0
754,16514,5,laptop,192,18,1,3.00
1615,16515,5,laptop,177,19,2,2.50
2209,16516,5,laptop,185,13,1,3.00
1909,16517,5,laptop,195,15,0,0
73,16518,5,mobile,186,20,0,0
1919,16519,5,laptop,208,27,0,0
2356,16520,3,laptop,798,83,0,0
46,16534,3,desktop,227,27,0,0
717,16560,5,desktop,112,12,1,1.00
922,16569,3,mobile,381,48,0,0
1502,16570,3,mobile,390,42,0,0
1911,16581,4,other_device,329,41,1,1.00
1517,16582,2,desktop,65,8,0,0
10,16583,1,other_device,561,64,3,1.00
256,16607,1,laptop,444,57,0,0
1146,16663,3,peliluola,201,19,0,0
1884,16664,3,laptop,234,23,0,0
2182,16665,3,desktop,183,26,1,3.00
397,16666,3,mobile,208,32,2,15.00
2244,16676,5,mobile,93,13,3,11.67
2129,16701,5,mobile,109,9,0,0
2227,16702,5,mobile,104,11,2,11.50
1090,16703,3,mobile,163,20,0,0
1734,16712,3,laptop,304,32,0,0
1051,16713,3,mobile,331,34,0,0
150,16714,3,mobile,294,34,0,0
689,16721,5,laptop,117,10,0,0
861,16764,5,other_device,56,7,0,0
1422,16765,4,laptop,62,8,0,0
709,16795,4,laptop,421,35,0,0
1563,16796,4,mobile,470,44,1,5.00
1003,16807,5,desktop,116,12,0,0
966,16825,2,mobile,147,14,0,0
800,16826,2,desktop,142,12,0,0
1249,16827,4,desktop,349,44,1,1.00
973,16828,4,mobile,310,39,1,20.00
191,16855,4,laptop,66,6,0,0
1823,16856,2,mobile,153,24,0,0
1068,16857,1,other_device,31,5,0,0
339,16883,5,laptop,148,21,0,0
726,16884,5,mobile,113,12,2,15.00
1547,16892,3,mobile,269,26,0,0
1830,16893,3,mobile,315,33,0,0
66,16894,3,laptop,279,35,0,0
1071,16907,5,laptop,53,9,0,0
2067,16951,5,laptop,101,13,0,0
1537,16952,1,laptop,42,7,0,0
1634,16980,3,mobile,523,49,0,0
1190,16981,3,mobile,486,51,1,20.00
2128,17017,3,laptop,412,41,1,3.00
1517,17018,3,desktop,427,36,0,0
911,17037,3,laptop,837,93,0,0
409,17044,5,mobile,104,5,0,0
2106,17065,3,mobile,135,14,0,0
784,17156,3,laptop,318,28,0,0
1527,17157,3,desktop,298,35,1,1.00
1868,17158,3,mobile,302,30,0,0
1644,17165,5,laptop,96,10,0,0
305,17205,5,laptop,41,4,1,3.00
1087,17236,2,peliluola,120,14,0,0
923,17237,2,laptop,135,17,2,4.00
1477,17258,2,mobile,688,81,2,5.00
971,17326,2,laptop,188,21,0,0
1298,17327,2,mobile,201,16,0,0
1068,17328,2,other_device,182,21,0,0
168,17329,2,mobile,214,29,0,0
1141,17330,2,laptop,219,21,0,0
1537,17331,2,laptop,227,27,0,0
1121,17425,5,mobile,78,10,0,0
1528,17483,5,mobile,101,14,0,0
1495,17484,5,mobile,145,16,3,11.67
296,17485,4,laptop,172,14,0,0
1803,17529,2,mobile,481,53,1,20.00
436,17557,5,laptop,523,70,0,0
2255,17558,5,laptop,523,48,0,0
1418,17559,5,other_device,767,73,0,0
897,17560,5,laptop,756,71,0,0
1403,17569,5,mobile,80,12,2,15.00
2256,17600,3,laptop,418,44,0,0
461,17601,3,mobile,461,49,0,0
2307,17602,5,mobile,250,24,0,0
1759,17603,5,mobile,291,40,0,0
23,17604,5,laptop,263,20,0,0
2142,17605,5,laptop,284,43,2,3.00
720,17615,5,desktop,108,7,0,0
2073,17646,5,laptop,46,5,1,3.00
1289,17647,5,mobile,72,3,0,0
356,17648,4,mobile,270,38,0,0
395,17649,3,desktop,189,17,0,0
2043,17650,2,laptop,151,23,0,0
604,17678,4,other_device,265,31,0,0
1944,17679,4,laptop,264,23,0,0
498,17680,4,laptop,296,35,0,0
1306,17681,4,laptop,268,31,0,0
944,17716,5,laptop,25,2,0,0
1148,17746,5,desktop,61,7,0,0
2031,17761,2,mobile,867,81,0,0
1140,17804,1,laptop,111,7,0,0
1915,17822,4,mobile,211,33,0,0
1500,17823,4,laptop,207,24,0,0
2344,17824,4,laptop,204,24,0,0
1837,17825,4,mobile,211,23,1,10.00
1946,17826,4,laptop,195,16,0,0
902,17837,5,laptop,56,4,0,0
1000,17853,4,mobile,685,78,1,20.00
584,17860,5,laptop,86,16,0,0
1024,17880,5,mobile,79,8,0,0
1509,17881,5,peliluola,19,3,0,0
2190,17882,5,desktop,56,3,2,3.00
1760,17932,3,laptop,12,1,1,3.00
1581,17964,3,laptop,212,23,2,11.50
399,18013,4,laptop,524,61,0,0
1760,18014,4,laptop,513,60,1,5.00
2259,18027,1,other_device,455,44,0,0
977,18066,4,mobile,222,34,1,10.00
2343,18110,3,laptop,331,34,2,4.00
605,18111,3,laptop,317,31,0,0
1548,18166,5,laptop,82,7,1,2.00
531,18167,2,laptop,289,28,0,0
375,18185,3,mobile,852,89,0,0
333,18262,5,mobile,94,8,0,0
322,18283,5,mobile,106,13,0,0
1820,18284,5,mobile,63,6,0,0
1577,18285,1,mobile,288,27,0,0
1584,18312,5,desktop,88,8,0,0
1337,18330,5,desktop,51,7,0,0
1681,18365,4,peliluola,1,0,0,0
16,18366,2,mobile,23,1,0,0
1016,18371,5,desktop,135,13,0,0
855,18372,5,mobile,128,21,0,0
2267,18373,5,other_device,125,14,0,0
2081,18374,5,laptop,132,12,2,11.50
388,18375,5,mobile,139,14,2,15.00
1422,18376,5,laptop,131,17,1,3.00
191,18377,5,laptop,134,20,0,0
1681,18378,5,peliluola,128,15,2,3.00
10,18403,2,other_device,764,81,1,1.00
2269,18410,1,desktop,587,64,0,0
256,18419,2,laptop,406,41,1,3.00
1140,18420,2,laptop,443,40,0,0
756,18432,5,laptop,50,5,0,0
1676,18433,2,desktop,101,4,0,0
730,18504,3,desktop,288,28,0,0
1097,18505,3,mobile,270,19,2,20.00
16,18506,3,mobile,270,27,0,0
2254,18514,5,laptop,137,16,1,3.00
1925,18529,3,laptop,143,16,0,0
668,18537,4,other_device,61,12,0,0
1811,18582,5,mobile,28,4,1,10.00
37,18583,5,desktop,212,17,0,0
1210,18604,3,mobile,72,10,1,5.00
1936,18605,3,laptop,110,6,0,0
180,18661,5,laptop,70,7,0,0
1079,18688,5,laptop,134,14,0,0
765,18704,5,mobile,39,5,1,10.00
715,18754,5,mobile,23,2,0,0
2000,18852,5,laptop,26,2,0,0
985,18903,5,laptop,9,0,0,0
969,18943,5,mobile,41,4,1,20.00
2293,18992,5,mobile,327,27,1,5.00
1019,18993,5,desktop,348,38,2,1.00
296,18994,5,laptop,336,51,0,0
1111,18995,4,laptop,330,35,0,0
832,18996,4,mobile,305,37,0,0
1090,18997,4,mobile,280,26,0,0
2106,18998,4,mobile,319,23,0,0
420,19008,5,desktop,48,6,1,3.00
418,19009,1,mobile,108,16,0,0
1317,19031,5,laptop,550,72,0,0
1911,19032,5,other_device,576,52,1,1.00
1376,19039,5,desktop,50,3,0,0
738,19040,4,mobile,106,8,0,0
1355,19052,4,laptop,294,34,0,0
206,19053,2,laptop,3,0,0,0
286,19074,5,mobile,39,1,1,5.00
966,19138,3,mobile,138,18,0,0
800,19139,3,desktop,163,15,0,0
1823,19140,3,mobile,130,19,0,0
1087,19141,3,peliluola,117,12,1,3.00
923,19142,3,laptop,113,15,0,0
206,19143,3,laptop,125,10,0,0
1953,19190,5,desktop,42,4,0,0
1484,19191,5,laptop,30,3,0,0
2295,19209,3,other_device,174,18,0,0
1809,19239,4,laptop,388,50,1,3.00
1730,19240,4,laptop,361,33,2,3.00
1018,19281,4,desktop,288,31,0,0
1701,19282,4,desktop,249,35,0,0
38,19283,4,mobile,292,30,0,0
46,19284,4,desktop,266,25,0,0
497,19309,5,laptop,30,1,0,0
1267,19310,3,mobile,19,1,0,0
2361,19358,5,mobile,14,2,1,10.00
2012,19359,3,desktop,134,17,0,0
1667,19429,5,mobile,60,6,0,0
1468,19430,3,mobile,58,6,0,0
2356,19467,4,laptop,1207,121,0,0
392,19477,5,laptop,209,26,0,0
922,19509,4,mobile,292,34,0,0
1502,19510,4,mobile,313,28,0,0
1210,19511,4,mobile,333,38,2,7.50
366,19537,5,laptop,37,2,0,0
1044,19578,1,mobile,281,31,2,7.50
1146,19599,4,peliluola,279,32,2,3.50
1884,19600,4,laptop,274,27,0,0
2182,19601,4,desktop,271,24,0,0
397,19602,4,mobile,287,38,0,0
472,19611,5,laptop,15,0,0,0
1841,19612,5,peliluola,59,5,0,0
186,19613,4,laptop,301,33,0,0
290,19656,1,other_device,21,4,0,0
1734,19693,4,laptop,404,41,2,3.00
1051,19694,4,mobile,145,15,0,0
150,19695,4,mobile,419,35,0,0
1477,19696,3,mobile,925,100,2,15.00
161,19706,3,desktop,59,7,0,0
2365,19742,3,desktop,109,11,1,1.00
1125,19743,1,laptop,293,33,1,3.00
168,19750,3,mobile,225,27,0,0
1141,19751,3,laptop,235,25,0,0
1537,19752,3,laptop,197,29,1,2.00
1676,19753,3,desktop,235,18,0,0
971,19754,3,laptop,213,18,0,0
1298,19755,3,mobile,211,21,0,0
1068,19756,3,other_device,205,23,0,0
2043,19757,3,laptop,194,22,0,0
2275,19800,5,other_device,37,7,0,0
1933,19801,5,mobile,216,20,0,0
48,19817,5,laptop,275,28,0,0
1674,19841,5,laptop,172,13,0,0
2151,19842,5,laptop,196,16,0,0
2289,19843,5,mobile,198,23,0,0
1657,19844,5,laptop,185,25,1,3.00
1719,19845,5,desktop,163,20,0,0
668,19846,5,other_device,182,25,0,0
1120,19855,5,laptop,54,7,0,0
1547,19878,4,mobile,315,31,0,0
1830,19879,4,mobile,324,27,0,0
66,19880,4,laptop,311,35,0,0
1936,19881,4,laptop,323,28,0,0
236,19893,5,laptop,207,22,0,0
957,19894,3,laptop,81,7,0,0
701,19916,5,desktop,10,1,1,1.00
2259,19927,2,other_device,273,26,0,0
418,19928,2,mobile,304,36,0,0
290,19929,2,other_device,287,19,0,0
1634,19954,4,mobile,387,40,1,2.00
1190,19955,4,mobile,404,54,3,16.67
1803,19956,3,mobile,493,49,0,0
531,19957,3,laptop,506,51,0,0
228,19965,5,laptop,32,3,0,0
2174,19966,5,mobile,27,2,1,10.00
2044,20008,3,mobile,104,9,0,0
2128,20015,4,laptop,285,32,0,0
1517,20016,4,desktop,333,30,0,0
1581,20017,4,laptop,315,41,1,5.00
1066,20026,5,laptop,3,1,0,0
911,20051,4,laptop,578,67,0,0
161,20052,4,desktop,555,54,0,0
1069,20060,3,desktop,89,6,0,0
1691,20081,5,mobile,12,2,0,0
784,20134,4,laptop,226,26,0,0
1527,20135,4,desktop,233,28,0,0
1868,20136,4,mobile,246,32,0,0
1468,20137,4,mobile,217,20,0,0
2031,20138,3,mobile,352,35,0,0
2136,20148,5,mobile,12,0,0,0
1369,20149,4,mobile,147,9,0,0
2253,20150,3,mobile,368,47,0,0
103,20170,1,desktop,457,55,0,0
1885,20293,5,peliluola,7,0,0,0
709,20338,5,laptop,313,30,0,0
1563,20339,5,mobile,206,15,1,20.00
977,20340,5,mobile,349,34,1,10.00
738,20341,5,mobile,324,25,0,0
2269,20342,2,desktop,507,46,3,1.00
2017,20348,3,laptop,486,62,0,0
1342,20349,3,peliluola,129,11,0,0
1249,20361,5,desktop,392,38,2,3.00
973,20362,5,mobile,390,60,0,0
356,20363,5,mobile,398,46,0,0
2113,20370,5,mobile,3,0,0,0
1161,20371,5,laptop,11,1,0,0
653,20443,5,mobile,5,1,0,0
624,20510,6,mobile,142,18,3,8.33
514,20511,6,desktop,148,13,0,0
2103,20512,6,mobile,131,15,0,0
518,20513,6,other_device,35,1,1,1.00
569,20514,6,mobile,137,18,0,0
2353,20515,6,mobile,105,10,0,0
1908,20516,6,laptop,114,10,0,0
1450,20517,6,laptop,127,12,0,0
1269,20518,6,mobile,144,20,0,0
261,20519,6,laptop,118,21,0,0
847,20520,6,desktop,137,12,0,0
1337,20521,6,desktop,124,11,2,1.50
1175,20522,6,mobile,139,15,0,0
673,20523,6,mobile,149,12,0,0
2314,20524,6,desktop,171,16,0,0
2383,20525,6,laptop,136,14,0,0
1241,20526,6,mobile,158,10,2,11.00
464,20527,6,mobile,160,24,1,20.00
1889,20528,6,mobile,140,14,2,15.00
584,20529,6,laptop,159,15,0,0
1024,20530,6,mobile,161,12,0,0
1885,20531,6,peliluola,156,22,1,20.00
1277,20532,6,desktop,89,10,3,1.00
411,20533,6,mobile,96,8,0,0
1143,20534,6,laptop,89,6,4,3.50
1652,20535,6,laptop,102,10,0,0
1082,20536,6,mobile,88,10,0,0
21,20537,6,laptop,95,7,0,0
1300,20538,6,laptop,111,8,3,3.00
900,20539,6,other_device,95,14,0,0
2214,20540,6,desktop,94,10,0,0
2279,20541,6,mobile,101,14,0,0
371,20542,6,laptop,93,12,2,11.50
1027,20543,6,mobile,100,13,3,10.67
174,20544,6,laptop,88,10,0,0
1091,20545,6,peliluola,111,14,2,2.00
430,20546,6,laptop,88,3,2,2.50
756,20547,6,laptop,100,9,0,0
1629,20548,6,mobile,161,13,0,0
1924,20549,6,mobile,124,18,0,0
2222,20550,6,mobile,146,17,1,20.00
1260,20551,6,mobile,163,27,0,0
222,20552,6,mobile,142,18,1,5.00
303,20553,6,laptop,53,6,0,0
390,20554,6,other_device,155,19,0,0
1155,20555,6,mobile,150,28,1,10.00
969,20556,6,mobile,156,16,2,12.50
1623,20557,6,mobile,93,11,6,9.00
1362,20558,6,mobile,101,18,1,5.00
1072,20559,6,mobile,95,12,4,13.00
1513,20560,6,peliluola,90,10,0,0
1555,20561,6,mobile,100,11,0,0
2208,20562,6,laptop,99,17,0,0
860,20563,6,mobile,97,11,0,0
271,20564,6,laptop,88,11,1,3.00
39,20565,6,laptop,105,10,0,0
1182,20566,6,mobile,101,8,0,0
1222,20567,6,mobile,92,7,0,0
311,20568,6,mobile,93,11,0,0
449,20569,6,laptop,86,9,0,0
1658,20570,6,mobile,70,7,2,12.50
849,20571,6,mobile,81,12,0,0
121,20572,6,laptop,64,7,2,3.00
1034,20573,6,mobile,67,9,0,0
970,20574,6,mobile,73,12,3,16.67
1874,20575,6,peliluola,60,12,1,5.00
374,20576,6,laptop,65,10,1,3.00
217,20577,6,peliluola,66,3,0,0
1205,20578,6,laptop,70,12,0,0
1958,20579,6,laptop,76,10,1,3.00
283,20580,6,desktop,65,8,0,0
538,20581,6,laptop,66,2,0,0
1275,20582,6,mobile,77,10,0,0
1076,20583,6,mobile,73,9,0,0
934,20584,6,desktop,63,3,2,1.50
1064,20585,6,desktop,64,11,2,1.00
1979,20586,6,mobile,64,6,0,0
1685,20587,6,mobile,68,9,0,0
2187,20588,6,laptop,62,7,0,0
1066,20589,6,laptop,72,4,0,0
453,20590,6,laptop,91,7,0,0
1145,20591,6,desktop,111,20,2,1.00
355,20592,6,mobile,100,15,3,15.00
1560,20593,6,laptop,105,13,0,0
1215,20594,6,laptop,120,14,0,0
2099,20595,6,desktop,113,12,0,0
1801,20596,6,laptop,129,17,1,3.00
440,20597,6,other_device,114,7,0,0
1806,20598,6,mobile,126,13,2,5.00
1384,20599,6,laptop,98,14,2,2.00
719,20600,6,peliluola,115,11,0,0
2129,20601,6,mobile,118,13,0,0
286,20602,6,mobile,114,11,2,10.00
1589,20603,6,mobile,46,4,0,0
342,20604,6,laptop,53,6,0,0
852,20605,6,laptop,57,6,0,0
30,20606,6,mobile,42,2,0,0
155,20607,6,laptop,52,6,0,0
1349,20608,6,mobile,37,5,0,0
76,20609,6,desktop,44,3,2,2.00
2149,20610,6,laptop,38,2,0,0
415,20611,6,mobile,43,4,1,5.00
204,20612,6,desktop,49,8,0,0
60,20613,6,mobile,44,5,0,0
844,20614,6,mobile,61,5,2,12.50
208,20615,6,mobile,52,5,3,11.67
157,20616,6,mobile,58,5,0,0
534,20617,6,laptop,62,10,0,0
90,20618,6,laptop,54,9,1,3.00
737,20619,6,desktop,42,5,0,0
2348,20620,6,laptop,62,7,0,0
1717,20621,6,mobile,42,4,2,10.00
1453,20622,6,mobile,42,7,0,0
1782,20623,6,laptop,49,10,3,4.00
1022,20624,6,desktop,46,4,3,1.67
233,20625,6,laptop,59,6,3,3.67
379,20626,6,peliluola,57,2,0,0
75,20627,6,mobile,57,13,0,0
2,20628,6,mobile,52,3,0,0
944,20629,6,laptop,55,6,0,0
1509,20630,6,peliluola,61,6,0,0
985,20631,6,laptop,47,2,4,2.50
472,20632,6,laptop,53,6,0,0
1807,20633,6,mobile,157,18,0,0
1038,20634,6,laptop,164,17,0,0
791,20635,6,mobile,185,21,0,0
643,20636,6,laptop,153,20,1,3.00
2216,20637,6,mobile,172,23,1,20.00
357,20638,6,laptop,155,15,4,2.75
2305,20639,6,mobile,153,20,0,0
339,20640,6,laptop,177,16,0,0
820,20641,6,laptop,89,10,1,3.00
221,20642,6,mobile,79,14,2,6.00
1065,20643,6,mobile,97,13,1,20.00
611,20644,6,mobile,91,17,1,20.00
1834,20645,6,laptop,75,6,0,0
1892,20646,6,other_device,78,8,4,1.25
471,20647,6,mobile,77,16,5,14.40
175,20648,6,desktop,89,7,0,0
1329,20649,6,laptop,70,14,4,3.25
856,20650,6,mobile,92,12,1,20.00
382,20651,6,mobile,85,12,1,10.00
2384,20652,6,desktop,75,9,1,2.00
242,20653,6,mobile,85,8,0,0
1935,20654,6,desktop,70,10,0,0
1071,20655,6,laptop,81,4,0,0
2073,20656,6,laptop,82,9,3,5.33
1465,20657,6,laptop,198,21,1,3.00
2194,20658,6,mobile,235,33,0,0
662,20659,6,mobile,200,21,0,0
1139,20660,6,laptop,236,18,0,0
544,20661,6,mobile,189,20,0,0
322,20662,6,mobile,224,27,0,0
2275,20663,6,other_device,248,26,0,0
1815,20664,6,mobile,306,42,1,10.00
1183,20665,6,other_device,307,41,0,0
1273,20666,6,desktop,309,34,0,0
1120,20667,6,laptop,333,39,1,3.00
2229,20668,6,mobile,76,11,3,11.67
2199,20669,6,laptop,82,13,1,10.00
2243,20670,6,laptop,89,9,0,0
807,20671,6,other_device,97,5,0,0
279,20672,6,desktop,89,6,3,1.00
868,20673,6,mobile,91,8,1,20.00
699,20674,6,peliluola,76,10,0,0
1224,20675,6,mobile,81,7,0,0
2146,20676,6,other_device,81,10,1,1.00
576,20677,6,laptop,90,5,0,0
400,20678,6,mobile,78,6,0,0
2127,20679,6,other_device,78,7,1,3.00
740,20680,6,mobile,103,19,2,15.00
1882,20681,6,laptop,77,7,0,0
1126,20682,6,mobile,84,5,0,0
1226,20683,6,laptop,90,14,3,3.67
861,20684,6,other_device,90,7,3,1.00
305,20685,6,laptop,100,7,2,4.00
701,20686,6,desktop,88,7,2,1.00
812,20687,6,laptop,120,14,0,0
445,20688,6,laptop,111,13,4,3.00
321,20689,6,desktop,95,7,0,0
127,20690,6,mobile,106,12,2,10.00
2161,20691,6,laptop,113,17,2,2.00
1351,20692,6,mobile,107,11,0,0
1731,20693,6,mobile,98,10,0,0
